cluster_id,id,split,label,uci_row_number,text
E0272,T3217,train,spam,3999,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!
E0272,T3897,train,spam,4865,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!
E0273,T3248,train,spam,4037,YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.
E0273,T4193,train,spam,5235,YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.
E0274,T3433,train,ham,4268,The greatest test of courage on earth is to bear defeat without losing heart....gn tc
E0274,T3524,train,ham,4393,The greatest test of courage on earth is to bear defeat without losing heart....gn tc
E0275,T3438,train,spam,4273,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
E0275,T4178,train,spam,5217,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
E0276,T3472,train,ham,4314,I keep ten rs in my shelf:) buy two egg.
E0276,T4179,train,ham,5218,I keep ten rs in my shelf:) buy two egg.
E0277,T3480,train,spam,4330,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm"
E0277,T3622,train,spam,4518,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm"
E0278,T3490,train,ham,4342,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts
E0278,T4061,train,ham,5076,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts
E0279,T3512,train,ham,4375,Me fine..absolutly fine
E0279,T4168,train,ham,5206,Me fine..absolutly fine
E0280,T3515,train,spam,4378,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy"
E0280,T4216,train,spam,5272,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy "
E0281,T3572,train,ham,4450,I sent them. Do you like?
E0281,T4149,train,ham,5185,I sent them. Do you like?
E0282,T3611,train,spam,4501,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
E0282,T4400,train,spam,5500,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
E0283,T3654,train,ham,4559,I am in hospital da. . I will return home in evening
E0283,T3803,train,ham,4745,I am in hospital da. . I will return home in evening
E0284,T3665,train,ham,4571,At WHAT TIME should i come tomorrow
E0284,T4241,train,ham,5304,At WHAT TIME should i come tomorrow
E0285,H0922,heldout,spam,4653,A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611 
E0285,T4292,train,spam,5369,A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611
E0286,H0996,heldout,ham,5009,Oh k. . I will come tomorrow
E0286,H1035,heldout,ham,5174,Oh k. . I will come tomorrow
E0287,T4060,train,ham,5075,Gud ni8 dear..slp well..take care..swt dreams..Muah..
E0287,T4202,train,ham,5250,Gud ni8 dear..slp well..take care..swt dreams..Muah..
E0288,H1030,heldout,spam,5140,"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins"
E0288,H1038,heldout,spam,5204,"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins"
E0289,T4118,train,spam,5150,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk
E0289,T4374,train,spam,5470,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk
E0290,T4173,train,ham,5212,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop"
E0290,T4429,train,ham,5538,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop"
