id,split,issue_type,rank,confidence,evidence_1,evidence_2,recommended_action,short_explanation
T0229,train,near_duplicate,484,low,Accepted near pair(s) N0035|N0036|N0037 with max cosine 0.9642,Manual review category=same_forwarded_or_template_ham; partner sample(s)=T1041|T2807|T3496; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T0621,train,near_duplicate,485,medium,Accepted near pair(s) N0110|N0111 with max cosine 1.0000,Manual review category=same_spam_campaign_template; partner sample(s)=T2569|T2964; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T2569,train,near_duplicate,486,medium,Accepted near pair(s) N0110|N0374 with max cosine 1.0000,Manual review category=same_spam_campaign_template; partner sample(s)=T0621|T2964; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T0350,train,near_duplicate,487,medium,Accepted near pair(s) N0077|N0079 with max cosine 1.0000,Manual review category=same_spam_campaign_template; partner sample(s)=T2338|T4223; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T2338,train,near_duplicate,488,medium,Accepted near pair(s) N0077|N0354 with max cosine 1.0000,Manual review category=same_spam_campaign_template; partner sample(s)=T0350|T4223; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T0419,train,near_duplicate,489,medium,Accepted near pair(s) N0083|N0084 with max cosine 1.0000,Manual review category=same_spam_campaign_template; partner sample(s)=T2124|T3923; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T1834,train,near_duplicate,490,medium,Accepted near pair(s) N0294|N0295 with max cosine 1.0000,Manual review category=same_spam_campaign_template; partner sample(s)=T2363|T4088; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T2124,train,near_duplicate,491,medium,Accepted near pair(s) N0083|N0331 with max cosine 1.0000,Manual review category=same_spam_campaign_template; partner sample(s)=T0419|T3923; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T2363,train,near_duplicate,492,medium,Accepted near pair(s) N0294|N0355 with max cosine 1.0000,Manual review category=same_spam_campaign_template; partner sample(s)=T1834|T4088; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T4088,train,near_duplicate,493,medium,Accepted near pair(s) N0295|N0355 with max cosine 1.0000,Manual review category=same_spam_campaign_template; partner sample(s)=T1834|T2363; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T1849,train,near_duplicate,494,medium,Accepted near pair(s) N0298|N0299 with max cosine 1.0000,Manual review category=same_spam_campaign_template; partner sample(s)=T2277|T2621; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T2277,train,near_duplicate,495,medium,Accepted near pair(s) N0298|N0348 with max cosine 1.0000,Manual review category=same_spam_campaign_template; partner sample(s)=T1849|T2621; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T2621,train,near_duplicate,496,medium,Accepted near pair(s) N0299|N0348 with max cosine 1.0000,Manual review category=same_spam_campaign_template; partner sample(s)=T1849|T2277; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T3923,train,near_duplicate,497,medium,Accepted near pair(s) N0084|N0331 with max cosine 0.9983,Manual review category=same_spam_campaign_template; partner sample(s)=T0419|T2124; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T0668,train,near_duplicate,498,medium,Accepted near pair(s) N0121|N0122 with max cosine 0.9966,Manual review category=same_spam_campaign_template; partner sample(s)=T2921|T4059; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T2921,train,near_duplicate,499,medium,Accepted near pair(s) N0121|N0401 with max cosine 0.9966,Manual review category=same_spam_campaign_template; partner sample(s)=T0668|T4059; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T2964,train,near_duplicate,500,medium,Accepted near pair(s) N0111|N0374 with max cosine 0.9941,Manual review category=same_spam_campaign_template; partner sample(s)=T0621|T2569; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T0767,train,near_duplicate,501,medium,Accepted near pair(s) N0140|N0141 with max cosine 0.9934,Manual review category=same_spam_campaign_template; partner sample(s)=T2332|T2598; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T2332,train,near_duplicate,502,medium,Accepted near pair(s) N0140|N0352 with max cosine 0.9934,Manual review category=same_spam_campaign_template; partner sample(s)=T0767|T2598; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T2535,train,near_duplicate,503,medium,Accepted near pair(s) N0291|N0366 with max cosine 0.9874,Manual review category=embedded_or_transcript_variant; partner sample(s)=T1821|T3367; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T4059,train,near_duplicate,504,medium,Accepted near pair(s) N0122|N0401 with max cosine 0.9861,Manual review category=same_spam_campaign_template; partner sample(s)=T0668|T2921; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T1109,train,near_duplicate,505,low,Accepted near pair(s) N0026|N0186 with max cosine 0.9787,Manual review category=same_spam_campaign_template; partner sample(s)=T0190|T3873; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T3873,train,near_duplicate,506,low,Accepted near pair(s) N0027|N0186 with max cosine 0.9787,Manual review category=same_spam_campaign_template; partner sample(s)=T0190|T1109; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T0667,train,near_duplicate,507,low,Accepted near pair(s) N0119|N0120 with max cosine 0.9784,Manual review category=same_spam_campaign_template; partner sample(s)=T3611|T4400; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T0190,train,near_duplicate,508,low,Accepted near pair(s) N0026|N0027 with max cosine 0.9736,Manual review category=same_spam_campaign_template; partner sample(s)=T1109|T3873; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T1193,train,near_duplicate,509,low,Accepted near pair(s) N0209|N0210 with max cosine 0.9697,Manual review category=same_forwarded_or_template_ham; partner sample(s)=T1751|T2254|T3510; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T1751,train,near_duplicate,510,low,Accepted near pair(s) N0209|N0283 with max cosine 0.9697,Manual review category=same_forwarded_or_template_ham; partner sample(s)=T1193|T2254|T3510; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T2254,train,near_duplicate,511,low,Accepted near pair(s) N0283|N0344 with max cosine 0.9697,Manual review category=same_forwarded_or_template_ham; partner sample(s)=T1193|T1751|T3510; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T3510,train,near_duplicate,512,low,Accepted near pair(s) N0210|N0344 with max cosine 0.9697,Manual review category=same_forwarded_or_template_ham; partner sample(s)=T1193|T1751|T2254; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T2757,train,near_duplicate,513,low,Accepted near pair(s) N0004|N0389 with max cosine 0.9679,Manual review category=same_spam_campaign_template; partner sample(s)=T0057|T2741; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T0773,train,near_duplicate,514,low,Accepted near pair(s) N0142|N0143 with max cosine 0.9578,Manual review category=same_forwarded_or_template_ham; partner sample(s)=T1612|T1704|T2747; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T1612,train,near_duplicate,515,low,Accepted near pair(s) N0142|N0266 with max cosine 0.9578,Manual review category=same_forwarded_or_template_ham; partner sample(s)=T0773|T1704|T2747; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T1704,train,near_duplicate,516,low,Accepted near pair(s) N0266|N0273 with max cosine 0.9578,Manual review category=same_forwarded_or_template_ham; partner sample(s)=T0773|T1612|T2747; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T2747,train,near_duplicate,517,low,Accepted near pair(s) N0143|N0273 with max cosine 0.9578,Manual review category=same_forwarded_or_template_ham; partner sample(s)=T0773|T1612|T1704; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T3305,train,near_duplicate,518,low,Accepted near pair(s) N0212|N0357 with max cosine 0.9576,Manual review category=same_spam_campaign_template; partner sample(s)=T1209|T2403; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T2561,train,near_duplicate,519,low,Accepted near pair(s) N0231|N0373 with max cosine 0.9434,Manual review category=minor_personalization_change; partner sample(s)=T1349|T3828; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T2598,train,near_duplicate,520,low,Accepted near pair(s) N0141|N0352 with max cosine 0.9230,Manual review category=same_spam_campaign_template; partner sample(s)=T0767|T2332; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T1056,train,near_duplicate,521,medium,Accepted near pair(s) N0174 with max cosine 1.0000,Manual review category=same_spam_campaign_template; partner sample(s)=T4093; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T4093,train,near_duplicate,522,medium,Accepted near pair(s) N0174 with max cosine 1.0000,Manual review category=same_spam_campaign_template; partner sample(s)=T1056; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T0388,train,near_duplicate,523,medium,Accepted near pair(s) N0082 with max cosine 1.0000,Manual review category=same_spam_campaign_template; partner sample(s)=T3131; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T1847,train,near_duplicate,524,medium,Accepted near pair(s) N0297 with max cosine 1.0000,Manual review category=same_spam_campaign_template; partner sample(s)=T3265; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T3131,train,near_duplicate,525,medium,Accepted near pair(s) N0082 with max cosine 1.0000,Manual review category=same_spam_campaign_template; partner sample(s)=T0388; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T3265,train,near_duplicate,526,medium,Accepted near pair(s) N0297 with max cosine 1.0000,Manual review category=same_spam_campaign_template; partner sample(s)=T1847; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T0279,train,near_duplicate,527,medium,Accepted near pair(s) N0065 with max cosine 1.0000,Manual review category=same_spam_campaign_template; partner sample(s)=T1948; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T1332,train,near_duplicate,528,medium,Accepted near pair(s) N0227 with max cosine 1.0000,Manual review category=same_spam_campaign_template; partner sample(s)=T2237; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T1948,train,near_duplicate,529,medium,Accepted near pair(s) N0065 with max cosine 1.0000,Manual review category=same_spam_campaign_template; partner sample(s)=T0279; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T2237,train,near_duplicate,530,medium,Accepted near pair(s) N0227 with max cosine 1.0000,Manual review category=same_spam_campaign_template; partner sample(s)=T1332; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T3193,train,near_duplicate,531,medium,Accepted near pair(s) N0414 with max cosine 1.0000,Manual review category=same_spam_campaign_template; partner sample(s)=T4050; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T4050,train,near_duplicate,532,medium,Accepted near pair(s) N0414 with max cosine 1.0000,Manual review category=same_spam_campaign_template; partner sample(s)=T3193; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T1064,train,near_duplicate,533,medium,Accepted near pair(s) N0175 with max cosine 1.0000,Manual review category=same_spam_campaign_template; partner sample(s)=T3102; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T1654,train,near_duplicate,534,medium,Accepted near pair(s) N0270 with max cosine 1.0000,Manual review category=same_spam_campaign_template; partner sample(s)=T2114; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T1695,train,near_duplicate,535,medium,Accepted near pair(s) N0272 with max cosine 1.0000,Manual review category=same_spam_campaign_template; partner sample(s)=T2978; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T2114,train,near_duplicate,536,medium,Accepted near pair(s) N0270 with max cosine 1.0000,Manual review category=same_spam_campaign_template; partner sample(s)=T1654; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T2978,train,near_duplicate,537,medium,Accepted near pair(s) N0272 with max cosine 1.0000,Manual review category=same_spam_campaign_template; partner sample(s)=T1695; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T3102,train,near_duplicate,538,medium,Accepted near pair(s) N0175 with max cosine 1.0000,Manual review category=same_spam_campaign_template; partner sample(s)=T1064; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T0065,train,near_duplicate,539,medium,Accepted near pair(s) N0007 with max cosine 1.0000,Manual review category=embedded_or_transcript_variant; partner sample(s)=T1123; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T0346,train,near_duplicate,540,medium,Accepted near pair(s) N0072 with max cosine 1.0000,Manual review category=same_spam_campaign_template; partner sample(s)=T2281; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T0651,train,near_duplicate,541,medium,Accepted near pair(s) N0117 with max cosine 1.0000,Manual review category=same_spam_campaign_template; partner sample(s)=T1578; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T1123,train,near_duplicate,542,medium,Accepted near pair(s) N0007 with max cosine 1.0000,Manual review category=embedded_or_transcript_variant; partner sample(s)=T0065; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T1578,train,near_duplicate,543,medium,Accepted near pair(s) N0117 with max cosine 1.0000,Manual review category=same_spam_campaign_template; partner sample(s)=T0651; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T2281,train,near_duplicate,544,medium,Accepted near pair(s) N0072 with max cosine 1.0000,Manual review category=same_spam_campaign_template; partner sample(s)=T0346; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T2687,train,near_duplicate,545,medium,Accepted near pair(s) N0386 with max cosine 1.0000,Manual review category=same_spam_campaign_template; partner sample(s)=T2820; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T2820,train,near_duplicate,546,medium,Accepted near pair(s) N0386 with max cosine 1.0000,Manual review category=same_spam_campaign_template; partner sample(s)=T2687; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T2937,train,near_duplicate,547,medium,Accepted near pair(s) N0402 with max cosine 1.0000,Manual review category=same_spam_campaign_template; partner sample(s)=T3749; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T3749,train,near_duplicate,548,medium,Accepted near pair(s) N0402 with max cosine 1.0000,Manual review category=same_spam_campaign_template; partner sample(s)=T2937; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T0827,train,near_duplicate,549,medium,Accepted near pair(s) N0148 with max cosine 1.0000,Manual review category=same_spam_campaign_template; partner sample(s)=T1571; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T1571,train,near_duplicate,550,medium,Accepted near pair(s) N0148 with max cosine 1.0000,Manual review category=same_spam_campaign_template; partner sample(s)=T0827; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T0598,train,near_duplicate,551,medium,Accepted near pair(s) N0108 with max cosine 0.9954,Manual review category=same_spam_campaign_template; partner sample(s)=T2881; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T2881,train,near_duplicate,552,medium,Accepted near pair(s) N0108 with max cosine 0.9954,Manual review category=same_spam_campaign_template; partner sample(s)=T0598; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T0514,train,near_duplicate,553,medium,Accepted near pair(s) N0095 with max cosine 0.9954,Manual review category=same_spam_campaign_template; partner sample(s)=T1536; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T1536,train,near_duplicate,554,medium,Accepted near pair(s) N0095 with max cosine 0.9954,Manual review category=same_spam_campaign_template; partner sample(s)=T0514; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T0739,train,near_duplicate,555,medium,Accepted near pair(s) N0139 with max cosine 0.9945,Manual review category=same_spam_campaign_template; partner sample(s)=T3320; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T3320,train,near_duplicate,556,medium,Accepted near pair(s) N0139 with max cosine 0.9945,Manual review category=same_spam_campaign_template; partner sample(s)=T0739; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T1308,train,near_duplicate,557,medium,Accepted near pair(s) N0223 with max cosine 0.9940,Manual review category=embedded_or_transcript_variant; partner sample(s)=T4282; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T4282,train,near_duplicate,558,medium,Accepted near pair(s) N0223 with max cosine 0.9940,Manual review category=embedded_or_transcript_variant; partner sample(s)=T1308; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T2824,train,near_duplicate,559,medium,Accepted near pair(s) N0396 with max cosine 0.9938,Manual review category=same_spam_campaign_template; partner sample(s)=T3212; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T3212,train,near_duplicate,560,medium,Accepted near pair(s) N0396 with max cosine 0.9938,Manual review category=same_spam_campaign_template; partner sample(s)=T2824; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T0186,train,near_duplicate,561,medium,Accepted near pair(s) N0025 with max cosine 0.9904,Manual review category=embedded_or_transcript_variant; partner sample(s)=T4184; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T4184,train,near_duplicate,562,medium,Accepted near pair(s) N0025 with max cosine 0.9904,Manual review category=embedded_or_transcript_variant; partner sample(s)=T0186; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T1830,train,near_duplicate,563,medium,Accepted near pair(s) N0293 with max cosine 0.9855,Manual review category=same_spam_campaign_template; partner sample(s)=T4170; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T4170,train,near_duplicate,564,medium,Accepted near pair(s) N0293 with max cosine 0.9855,Manual review category=same_spam_campaign_template; partner sample(s)=T1830; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T1595,train,near_duplicate,565,medium,Accepted near pair(s) N0265 with max cosine 0.9854,Manual review category=same_spam_campaign_template; partner sample(s)=T2183; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T2183,train,near_duplicate,566,medium,Accepted near pair(s) N0265 with max cosine 0.9854,Manual review category=same_spam_campaign_template; partner sample(s)=T1595; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T0429,train,near_duplicate,567,medium,Accepted near pair(s) N0085 with max cosine 0.9849,Manual review category=same_spam_campaign_template; partner sample(s)=T3764; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T3764,train,near_duplicate,568,medium,Accepted near pair(s) N0085 with max cosine 0.9849,Manual review category=same_spam_campaign_template; partner sample(s)=T0429; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T3592,train,near_duplicate,569,medium,Accepted near pair(s) N0433 with max cosine 0.9833,Manual review category=same_spam_campaign_template; partner sample(s)=T4431; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T4431,train,near_duplicate,570,medium,Accepted near pair(s) N0433 with max cosine 0.9833,Manual review category=same_spam_campaign_template; partner sample(s)=T3592; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T0530,train,near_duplicate,571,medium,Accepted near pair(s) N0097 with max cosine 0.9828,Manual review category=same_spam_campaign_template; partner sample(s)=T3287; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T3287,train,near_duplicate,572,medium,Accepted near pair(s) N0097 with max cosine 0.9828,Manual review category=same_spam_campaign_template; partner sample(s)=T0530; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T0711,train,near_duplicate,573,medium,Accepted near pair(s) N0137 with max cosine 0.9815,Manual review category=same_spam_campaign_template; partner sample(s)=T3676; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T3129,train,near_duplicate,574,medium,Accepted near pair(s) N0411 with max cosine 0.9806,Manual review category=same_spam_campaign_template; partner sample(s)=T3843; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T3843,train,near_duplicate,575,medium,Accepted near pair(s) N0411 with max cosine 0.9806,Manual review category=same_spam_campaign_template; partner sample(s)=T3129; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T2701,train,near_duplicate,576,low,Accepted near pair(s) N0387 with max cosine 0.9796,Manual review category=embedded_or_transcript_variant; partner sample(s)=T3471; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T3471,train,near_duplicate,577,low,Accepted near pair(s) N0387 with max cosine 0.9796,Manual review category=embedded_or_transcript_variant; partner sample(s)=T2701; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T3611,train,near_duplicate,578,low,Accepted near pair(s) N0119 with max cosine 0.9784,Manual review category=same_spam_campaign_template; partner sample(s)=T0667|T4400; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T4400,train,near_duplicate,579,low,Accepted near pair(s) N0120 with max cosine 0.9784,Manual review category=same_spam_campaign_template; partner sample(s)=T0667|T3611; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T0277,train,near_duplicate,580,low,Accepted near pair(s) N0064 with max cosine 0.9777,Manual review category=same_spam_campaign_template; partner sample(s)=T4166; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T4166,train,near_duplicate,581,low,Accepted near pair(s) N0064 with max cosine 0.9777,Manual review category=same_spam_campaign_template; partner sample(s)=T0277; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T3689,train,near_duplicate,582,low,Accepted near pair(s) N0435 with max cosine 0.9775,Manual review category=same_spam_campaign_template; partner sample(s)=T4370; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T4370,train,near_duplicate,583,low,Accepted near pair(s) N0435 with max cosine 0.9775,Manual review category=same_spam_campaign_template; partner sample(s)=T3689; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T2188,train,near_duplicate,584,low,Accepted near pair(s) N0341 with max cosine 0.9768,Manual review category=same_forwarded_or_template_ham; partner sample(s)=T2256|T2311|T3563; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T2311,train,near_duplicate,585,low,Accepted near pair(s) N0345 with max cosine 0.9768,Manual review category=same_forwarded_or_template_ham; partner sample(s)=T2188|T2256|T3563; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T3563,train,near_duplicate,586,low,Accepted near pair(s) N0346 with max cosine 0.9768,Manual review category=same_forwarded_or_template_ham; partner sample(s)=T2188|T2256|T2311; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T0581,train,near_duplicate,587,low,Accepted near pair(s) N0104 with max cosine 0.9765,Manual review category=same_spam_campaign_template; partner sample(s)=T1337; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T1337,train,near_duplicate,588,low,Accepted near pair(s) N0104 with max cosine 0.9765,Manual review category=same_spam_campaign_template; partner sample(s)=T0581; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T1238,train,near_duplicate,589,low,Accepted near pair(s) N0215 with max cosine 0.9762,Manual review category=same_spam_campaign_template; partner sample(s)=T1417|T1848|T2960; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T1848,train,near_duplicate,590,low,Accepted near pair(s) N0240 with max cosine 0.9762,Manual review category=same_spam_campaign_template; partner sample(s)=T1238|T1417|T2960; cross_split=False,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
