pair_id,id_a,id_b,split_a,split_b,label_a,label_b,uci_row_number_a,uci_row_number_b,word_cosine,char_cosine,max_cosine,primary_matcher,cross_split,label_conflict,above_protocol_threshold,reason_code_suggestion,text_a,text_b,source_script,method_version
N0139,T0739,T3320,train,train,spam,spam,911,4128,0.9898026064469425,0.9944522339442269,0.9944522339442269,char,False,False,True,very_high_similarity_template_review_needed,"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)","SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",scripts/audit_duplicates.py,duplicate-audit-v1.0
N0111,T0621,T2964,train,train,spam,spam,767,3680,0.9940525201824765,0.9313229270104987,0.9940525201824765,word,False,False,True,same_words_possible_entity_or_number_change,UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub,Promotion Number: 8714714 - UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0374,T2569,T2964,train,train,spam,spam,3193,3680,0.9940525201824765,0.8895138186874136,0.9940525201824765,word,False,False,True,same_words_possible_entity_or_number_change,UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+£1.50perWKsub,Promotion Number: 8714714 - UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0223,T1308,T4282,train,train,ham,ham,1623,5358,0.9939521141762981,0.9487987845470337,0.9939521141762981,word,False,False,True,threshold_candidate_review_needed,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-","Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)",scripts/audit_duplicates.py,duplicate-audit-v1.0
N0396,T2824,T3212,train,train,spam,spam,3502,3992,0.9938064683398319,0.9599617991845167,0.9938064683398319,word,False,False,True,high_token_overlap_review_needed,Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0084,T0419,T3923,train,train,spam,spam,516,4902,0.9936127329797675,0.9745975803346701,0.9936127329797675,word,False,False,True,very_high_similarity_template_review_needed,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+","ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",scripts/audit_duplicates.py,duplicate-audit-v1.0
N0140,T0767,T2332,train,train,spam,spam,948,2903,0.9530613790959112,0.993447799114367,0.993447799114367,char,False,False,True,high_token_overlap_review_needed,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0070,H0071,H0137,heldout,heldout,spam,spam,390,711,0.9923163077485584,0.9554681798347424,0.9923163077485584,word,False,False,True,high_token_overlap_review_needed,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0103,H0137,H0408,heldout,heldout,spam,spam,711,2045,0.9923163077485584,0.9554681798347424,0.9923163077485584,word,False,False,True,high_token_overlap_review_needed,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0025,T0186,T4184,train,train,ham,ham,220,5223,0.8459865970997302,0.99042407218492,0.99042407218492,char,False,False,True,generic_short_text_review_needed,I have to take exam with march 3,I have to take exam with in march 3,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0291,T1821,T2535,train,train,ham,ham,2281,3151,0.5249459505818845,0.9873667864834702,0.9873667864834702,char,False,False,True,generic_short_text_review_needed,"Sorry, I'll call later in meeting","Sorry,  in meeting I'll call you later",scripts/audit_duplicates.py,duplicate-audit-v1.0
N0366,T2535,T3367,train,train,ham,ham,3151,4185,0.5249459505818845,0.9873667864834702,0.9873667864834702,char,False,False,True,generic_short_text_review_needed,"Sorry,  in meeting I'll call you later","Sorry, I'll call later in meeting",scripts/audit_duplicates.py,duplicate-audit-v1.0
N0122,T0668,T4059,train,train,spam,spam,825,5072,0.968274316813335,0.9861045849808128,0.9861045849808128,char,False,False,True,very_high_similarity_template_review_needed,25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0293,T1830,T4170,train,train,spam,spam,2291,5208,0.971015517229789,0.9855394286661617,0.9855394286661617,char,False,False,True,very_high_similarity_template_review_needed,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0265,T1595,T2183,train,train,spam,spam,1994,2712,0.9651679008815321,0.9853726122859219,0.9853726122859219,char,False,False,True,very_high_similarity_template_review_needed,Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0430,H0833,H0859,heldout,heldout,spam,spam,4259,4356,0.985067042882353,0.9487256618952089,0.985067042882353,word,False,False,True,high_token_overlap_review_needed,important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0085,T0429,T3764,train,train,spam,spam,526,4697,0.9848624768617205,0.9352919727663833,0.9848624768617205,word,False,False,True,same_words_possible_entity_or_number_change,"URGENT!: Your Mobile No. was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU","URGENT! Your Mobile No 07808726822 was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU",scripts/audit_duplicates.py,duplicate-audit-v1.0
N0433,T3592,T4431,train,train,spam,spam,4476,5540,0.983251003484563,0.9098242134632508,0.983251003484563,word,False,False,True,same_words_possible_entity_or_number_change,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min Gsex POBOX 2667 WC1N 3XX,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0097,T0530,T3287,train,train,spam,spam,649,4089,0.9827500117795425,0.9517541022716617,0.9827500117795425,word,False,False,True,high_token_overlap_review_needed,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04,PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0137,T0711,T3676,train,train,spam,spam,881,4587,0.9815432322348634,0.9098332118441496,0.9815432322348634,word,False,False,True,same_words_possible_entity_or_number_change,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0411,T3129,T3843,train,train,spam,spam,3894,4798,0.9805778105190704,0.8584379749233354,0.9805778105190704,word,False,False,True,same_words_possible_entity_or_number_change,URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM,URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0387,T2701,T3471,train,train,ham,ham,3352,4313,0.9739996317628445,0.9795536407133223,0.9795536407133223,char,False,False,True,very_high_similarity_template_review_needed,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0186,T1109,T3873,train,train,spam,spam,1376,4835,0.9787179487884623,0.9453295667527356,0.9787179487884623,word,False,False,True,threshold_candidate_review_needed,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION","New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY £1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.",scripts/audit_duplicates.py,duplicate-audit-v1.0
N0119,T0667,T3611,train,train,spam,spam,824,4501,0.9153672925848646,0.9784440703265016,0.9784440703265016,char,False,False,True,high_token_overlap_review_needed,"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE","SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",scripts/audit_duplicates.py,duplicate-audit-v1.0
N0120,T0667,T4400,train,train,spam,spam,824,5500,0.9153672925848646,0.9784440703265016,0.9784440703265016,char,False,False,True,high_token_overlap_review_needed,"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE","SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",scripts/audit_duplicates.py,duplicate-audit-v1.0
N0005,H0011,H0838,heldout,heldout,ham,ham,75,4284,0.5587637332428573,0.9782544736075078,0.9782544736075078,char,False,False,True,generic_short_text_review_needed,U can call me now...,U can call now...,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0064,T0277,T4166,train,train,spam,spam,334,5203,0.9777289953725701,0.8921801729216684,0.9777289953725701,word,False,False,True,high_token_overlap_review_needed,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0435,T3689,T4370,train,train,spam,spam,4603,5465,0.9775084934552237,0.9214054839577906,0.9775084934552237,word,False,False,True,high_token_overlap_review_needed,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop,Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0341,T2188,T2256,train,train,ham,ham,2718,2802,0.9767781249792195,0.9397132806189037,0.9767781249792195,word,False,False,True,high_token_overlap_review_needed,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?","House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..",scripts/audit_duplicates.py,duplicate-audit-v1.0
N0345,T2256,T2311,train,train,ham,ham,2802,2871,0.9767781249792195,0.9397132806189037,0.9767781249792195,word,False,False,True,high_token_overlap_review_needed,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..","House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",scripts/audit_duplicates.py,duplicate-audit-v1.0
N0346,T2256,T3563,train,train,ham,ham,2802,4438,0.9767781249792195,0.9397132806189037,0.9767781249792195,word,False,False,True,high_token_overlap_review_needed,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..","House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",scripts/audit_duplicates.py,duplicate-audit-v1.0
N0104,T0581,T1337,train,train,spam,spam,718,1660,0.9765354522997068,0.9586417759150517,0.9765354522997068,word,False,False,True,high_token_overlap_review_needed,+449071512431 URGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50,RGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0215,T1238,T1417,train,train,spam,spam,1537,1768,0.9758029233850495,0.976229694797335,0.976229694797335,char,False,False,True,very_high_similarity_template_review_needed,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0240,T1417,T1848,train,train,spam,spam,1768,2312,0.9758029233850495,0.976229694797335,0.976229694797335,char,False,False,True,very_high_similarity_template_review_needed,SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+ ,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0241,T1417,T2960,train,train,spam,spam,1768,3676,0.9758029233850495,0.976229694797335,0.976229694797335,char,False,False,True,very_high_similarity_template_review_needed,SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0109,T0607,T2073,train,train,spam,spam,749,2582,0.975623227704452,0.9185381333958386,0.975623227704452,word,False,False,True,high_token_overlap_review_needed,U are subscribed to the best Mobile Content Service in the UK for £3 per 10 days until you send STOP to 82324. Helpline 08706091795,U are subscribed to the best Mobile Content Service in the UK for £3 per ten days until you send STOP to 83435. Helpline 08706091795.,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0026,T0190,T1109,train,train,spam,spam,226,1376,0.9736344741014142,0.9629483790392156,0.9736344741014142,word,False,False,True,very_high_similarity_template_review_needed,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18","500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION",scripts/audit_duplicates.py,duplicate-audit-v1.0
N0274,T1734,T2107,train,train,ham,ham,2167,2625,0.8651402496899676,0.9711186772770926,0.9711186772770926,char,False,False,True,generic_short_text_review_needed,I'm not coming home 4 dinner.,I'm coming home 4 dinner.,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0079,T0350,T4223,train,train,spam,spam,425,5281,0.9696831526971131,0.8160619183635077,0.9696831526971131,word,False,False,True,high_token_overlap_review_needed,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0354,T2338,T4223,train,train,spam,spam,2911,5281,0.9696831526971131,0.8231017735961038,0.9696831526971131,word,False,False,True,high_token_overlap_review_needed,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0209,T1193,T1751,train,train,ham,ham,1485,2187,0.9696814079049089,0.9586292734411532,0.9696814079049089,word,False,False,True,high_token_overlap_review_needed,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0210,T1193,T3510,train,train,ham,ham,1485,4373,0.9696814079049089,0.9586292734411532,0.9696814079049089,word,False,False,True,high_token_overlap_review_needed,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0283,T1751,T2254,train,train,ham,ham,2187,2800,0.9696814079049089,0.9586292734411532,0.9696814079049089,word,False,False,True,high_token_overlap_review_needed,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0344,T2254,T3510,train,train,ham,ham,2800,4373,0.9696814079049089,0.9586292734411532,0.9696814079049089,word,False,False,True,high_token_overlap_review_needed,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0224,H0316,H0373,heldout,heldout,spam,spam,1624,1881,0.9580395181423426,0.9687095649811692,0.9687095649811692,char,False,False,True,high_token_overlap_review_needed,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0247,H0373,H0804,heldout,heldout,spam,spam,1881,4105,0.9580395181423426,0.9687095649811692,0.9687095649811692,char,False,False,True,high_token_overlap_review_needed,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0004,T0057,T2757,train,train,spam,spam,66,3422,0.9678715378335467,0.9228951376452768,0.9678715378335467,word,False,False,True,high_token_overlap_review_needed,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589","As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066368470",scripts/audit_duplicates.py,duplicate-audit-v1.0
N0389,T2741,T2757,train,train,spam,spam,3402,3422,0.9678715378335467,0.9228951376452768,0.9678715378335467,word,False,False,True,high_token_overlap_review_needed,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589","As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066368470",scripts/audit_duplicates.py,duplicate-audit-v1.0
N0401,T2921,T4059,train,train,spam,spam,3621,5072,0.9653826617327262,0.9379987700623295,0.9653826617327262,word,False,False,True,high_token_overlap_review_needed,8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity ,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0035,T0229,T1041,train,train,ham,ham,273,1288,0.9641826019661853,0.9632933891892062,0.9641826019661853,word,False,False,True,very_high_similarity_template_review_needed,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.","Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",scripts/audit_duplicates.py,duplicate-audit-v1.0
N0036,T0229,T2807,train,train,ham,ham,273,3477,0.9641826019661853,0.9632933891892062,0.9641826019661853,word,False,False,True,very_high_similarity_template_review_needed,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.","Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",scripts/audit_duplicates.py,duplicate-audit-v1.0
N0037,T0229,T3496,train,train,ham,ham,273,4353,0.9641826019661853,0.9632933891892062,0.9641826019661853,word,False,False,True,very_high_similarity_template_review_needed,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.","Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",scripts/audit_duplicates.py,duplicate-audit-v1.0
N0118,T0658,T1144,train,train,spam,spam,814,1424,0.9467921397639455,0.9600825948039134,0.9600825948039134,char,False,False,True,high_token_overlap_review_needed,Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0296,T1836,T2103,train,train,spam,spam,2298,2621,0.9597643935233987,0.946519211254267,0.9597643935233987,word,False,False,True,high_token_overlap_review_needed,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0187,T1131,T3445,train,train,spam,spam,1408,4281,0.9196027776410433,0.9590799377953833,0.9590799377953833,char,False,False,True,high_token_overlap_review_needed,"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU","URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !",scripts/audit_duplicates.py,duplicate-audit-v1.0
N0138,T0717,T0890,train,train,ham,ham,887,1097,0.9584132455468217,0.6373237593553102,0.9584132455468217,word,False,False,True,generic_short_text_review_needed,Gibbs unsold.mike hussey,Ryder unsold.now gibbs.,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0142,T0773,T1612,train,train,ham,ham,954,2014,0.9459850749960899,0.9577742858527009,0.9577742858527009,char,False,False,True,high_token_overlap_review_needed,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOOD NIGHT","Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOODMORNING",scripts/audit_duplicates.py,duplicate-audit-v1.0
N0143,T0773,T2747,train,train,ham,ham,954,3409,0.9459850749960899,0.9577742858527009,0.9577742858527009,char,False,False,True,high_token_overlap_review_needed,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOOD NIGHT","Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOODMORNING",scripts/audit_duplicates.py,duplicate-audit-v1.0
N0266,T1612,T1704,train,train,ham,ham,2014,2126,0.9459850749960899,0.9577742858527009,0.9577742858527009,char,False,False,True,high_token_overlap_review_needed,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOODMORNING","Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOOD NIGHT",scripts/audit_duplicates.py,duplicate-audit-v1.0
N0273,T1704,T2747,train,train,ham,ham,2126,3409,0.9459850749960899,0.9577742858527009,0.9577742858527009,char,False,False,True,high_token_overlap_review_needed,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOOD NIGHT","Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOODMORNING",scripts/audit_duplicates.py,duplicate-audit-v1.0
N0212,T1209,T3305,train,train,spam,spam,1503,4109,0.9576497369444193,0.9290427229945164,0.9576497369444193,word,False,False,True,high_token_overlap_review_needed,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call","HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",scripts/audit_duplicates.py,duplicate-audit-v1.0
