sample_id,split,label,uci_row_number,duplicate_type,cross_split_duplicate,exact_cluster_ids,near_pair_ids,n_exact_duplicate_clusters,n_exact_duplicate_partner_samples,n_near_reviewed_accepted_pairs,n_cross_split_exact_partner_samples,n_cross_split_near_reviewed_accepted_pairs,partner_ids,cross_split_partner_ids,review_categories,max_near_similarity,text
T2714,train,ham,3367,exact,False,E0014,,1,29,0,0,0,T0069|T0188|T0283|T0367|T0569|T0623|T0915|T0933|T1194|T1277|T1526|T1586|T1591|T1911|T1965|T2024|T2028|T2029|T2128|T2699|T2850|T2900|T3321|T3358|T3373|T4158|T4338|T4366|T4448,,,,"Sorry, I'll call later"
T2719,train,ham,3373,exact,False,E0250,,1,1,0,0,0,T3679,,,,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow
T2734,train,ham,3393,exact,False,E0073,,1,2,0,0,0,T0483|T3715,,,,"I'm in a meeting, call me later at"
T2741,train,spam,3402,exact_and_near_reviewed_accepted,False,E0011,N0389,1,1,1,0,0,T0057|T2757,,same_spam_campaign_template,0.9678715378335468,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589"
T2744,train,ham,3405,exact,False,E0195,,1,1,0,0,0,T1661,,,,Good night my dear.. Sleepwell&amp;Take care
T2747,train,ham,3409,exact_and_near_reviewed_accepted,False,E0193,N0143|N0273,1,1,2,0,0,T0773|T1612|T1704,,same_forwarded_or_template_ham,0.9577742858527007,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOODMORNING"
T2752,train,ham,3417,exact,False,E0231,,1,1,0,0,0,T2140,,,,He remains a bro amongst bros
T2757,train,spam,3422,near_reviewed_accepted,False,,N0004|N0389,0,0,2,0,0,T0057|T2741,,same_spam_campaign_template,0.9678715378335468,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066368470"
T2780,train,ham,3447,exact,False,E0220,,1,1,0,0,0,T1913,,,,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine ""KUDI""yarasu dhina vaazhthukkal. .."
T2788,train,ham,3456,exact,False,E0165,,1,1,0,0,0,T1330,,,,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.
T2791,train,ham,3459,exact,False,E0210,,1,1,0,0,0,T1843,,,,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8
T2796,train,spam,3464,exact,False,E0253,,1,1,0,0,0,T3026,,,,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com
T2801,train,spam,3469,exact,False,E0099,,1,1,0,0,0,T0779,,,,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only
T2804,train,ham,3472,exact,False,E0057,,1,2,0,0,0,T0352|T2293,,,,aathi..where are you dear..
T2805,train,ham,3473,exact,False,E0254,,1,1,0,0,0,T2893,,,,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams
T2807,train,ham,3477,exact_and_near_reviewed_accepted,False,E0135,N0036,1,2,1,0,0,T0229|T1041|T3496,,same_forwarded_or_template_ham,0.9641826019661852,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
T2815,train,ham,3487,exact,False,E0157,,1,1,0,0,0,T1267,,,,No:-)i got rumour that you going to buy apartment in chennai:-)
T2816,train,ham,3490,exact,False,E0248,,1,1,0,0,0,T2694,,,,Still i have not checked it da. . .
T2818,train,ham,3493,exact,False,E0202,,1,3,0,0,0,T1747|T3086|T3231,,,,Ok.
T2820,train,spam,3496,near_reviewed_accepted,False,,N0386,0,0,1,0,0,T2687,,same_spam_campaign_template,1.0,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P"
T2821,train,spam,3497,exact,False,E0255,,1,1,0,0,0,T3229,,,,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text"
T2824,train,spam,3502,near_reviewed_accepted,False,,N0396,0,0,1,0,0,T3212,,same_spam_campaign_template,0.993806468339832,Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..
T2850,train,ham,3535,exact,False,E0014,,1,29,0,0,0,T0069|T0188|T0283|T0367|T0569|T0623|T0915|T0933|T1194|T1277|T1526|T1586|T1591|T1911|T1965|T2024|T2028|T2029|T2128|T2699|T2714|T2900|T3321|T3358|T3373|T4158|T4338|T4366|T4448,,,,"Sorry, I'll call later"
T2852,train,ham,3537,exact,False,E0256,,1,2,0,0,0,T3006|T3406,,,,I'm at home. Please call
T2863,train,ham,3550,exact,False,E0155,,1,1,0,0,0,T1260,,,,"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt..."
T2870,train,ham,3560,exact,False,E0257,,1,1,0,0,0,T3014,,,,No da. . Vijay going to talk in jaya tv
T2874,train,ham,3564,exact,False,E0258,,1,1,0,0,0,T2928,,,,Still chance there. If you search hard you will get it..let have a try :)
T2881,train,spam,3572,near_reviewed_accepted,False,,N0108,0,0,1,0,0,T0598,,same_spam_campaign_template,0.9954030102707906,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg
T2882,train,spam,3575,exact,False,E0259,,1,1,0,0,0,T4033,,,,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt
T2885,train,ham,3578,exact,False,E0260,,1,1,0,0,0,T4086,,,,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL"
T2892,train,spam,3586,exact,False,E0175,,1,1,0,0,0,T1415,,,,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&
T2893,train,ham,3587,exact,False,E0254,,1,1,0,0,0,T2805,,,,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams
T2897,train,ham,3592,exact,False,E0261,,1,1,0,0,0,T3882,,,,I am in escape theatre now. . Going to watch KAVALAN in a few minutes
T2900,train,ham,3595,exact,False,E0014,,1,29,0,0,0,T0069|T0188|T0283|T0367|T0569|T0623|T0915|T0933|T1194|T1277|T1526|T1586|T1591|T1911|T1965|T2024|T2028|T2029|T2128|T2699|T2714|T2850|T3321|T3358|T3373|T4158|T4338|T4366|T4448,,,,"Sorry, I'll call later"
T2921,train,spam,3621,near_reviewed_accepted,False,,N0121|N0401,0,0,2,0,0,T0668|T4059,,same_spam_campaign_template,0.9965788707480884,8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity 
T2928,train,ham,3629,exact,False,E0258,,1,1,0,0,0,T2874,,,,Still chance there. If you search hard you will get it..let have a try :)
T2930,train,spam,3632,exact,False,E0262,,1,1,0,0,0,T4251,,,,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX £1.50
T2937,train,spam,3640,near_reviewed_accepted,False,,N0402,0,0,1,0,0,T3749,,same_spam_campaign_template,1.0,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622"
T2960,train,spam,3676,exact_and_near_reviewed_accepted,False,E0151,N0241,1,2,1,0,0,T1238|T1417|T1848,,same_spam_campaign_template,0.976229694797335,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
T2964,train,spam,3680,near_reviewed_accepted,False,,N0111|N0374,0,0,2,0,0,T0621|T2569,,same_spam_campaign_template,0.9940525201824764,Promotion Number: 8714714 - UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub
T2965,train,ham,3681,exact,False,E0145,,1,2,0,0,0,T1169|T3615,,,,Stupid.its not possible
T2969,train,ham,3689,near_reviewed_accepted,False,,N0024,0,0,1,0,0,T0179,,minor_personalization_change,0.9422125679254204,Great! I shoot big loads so get ready!
T2974,train,ham,3694,exact,False,E0236,,1,1,0,0,0,T2193,,,,No i am not having not any movies in my laptop
T2978,train,spam,3699,near_reviewed_accepted,False,,N0272,0,0,1,0,0,T1695,,same_spam_campaign_template,1.0000000000000002,You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p
T2986,train,spam,3710,exact,False,E0167,,1,1,0,0,0,T1356,,,,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870
T2987,train,ham,3711,exact,False,E0116,,1,2,0,0,0,T0909|T4311,,,,Ok.ok ok..then..whats ur todays plan
T2996,train,spam,3721,near_reviewed_accepted,False,,N0404,0,0,1,0,0,T3256,,same_spam_campaign_template,0.952545992856928,"Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182. From: [colour=red]text[/colour]TXTstar"
T3006,train,ham,3731,exact,False,E0256,,1,2,0,0,0,T2852|T3406,,,,I'm at home. Please call
T3011,train,ham,3739,exact,False,E0264,,1,1,0,0,0,T3398,,,,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN."
T3014,train,ham,3742,exact,False,E0257,,1,1,0,0,0,T2870,,,,No da. . Vijay going to talk in jaya tv
T3022,train,ham,3750,exact,False,E0265,,1,1,0,0,0,T3976,,,,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND"
T3026,train,spam,3756,exact,False,E0253,,1,1,0,0,0,T2796,,,,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com
T3027,train,spam,3759,exact,False,E0217,,1,1,0,0,0,T1905,,,,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.
T3034,train,spam,3767,near_reviewed_accepted,False,,N0381,0,0,1,0,0,T2647,,same_spam_campaign_template,0.9350435975196296,"Someone U know has asked our dating service 2 contact you! Cant guess who? CALL 09058095107 NOW all will be revealed. POBox 7, S3XY 150p "
T3038,train,ham,3771,exact,False,E0168,,1,1,0,0,0,T1359,,,,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.
T3043,train,ham,3777,exact,False,E0027,,1,2,0,0,0,T0155|T2126,,,,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
T3053,train,ham,3788,exact,False,E0154,,1,1,0,0,0,T1259,,,,Wat r u doing?
T3055,train,spam,3790,exact,False,E0267,,1,1,0,0,0,T3379,,,,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
T3059,train,ham,3796,exact,False,E0268,,1,1,0,0,0,T3121,,,,"Short But Cute: ""Be a good person, but dont try to prove it.."" .Gud noon...."
T3063,train,ham,3800,exact,False,E0233,,1,1,0,0,0,T2174,,,,"Feb  &lt;#&gt;  is ""I LOVE U"" day. Send dis to all ur ""VALUED FRNDS"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr"
T3068,train,spam,3808,near_reviewed_accepted,False,,N0020,0,0,1,0,0,T0143,,same_spam_campaign_template,0.9562864081346536,URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701851. Claim code K61. Valid 12hours only
T3078,train,ham,3825,exact,False,E0269,,1,1,0,0,0,T3730,,,,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody."
T3086,train,ham,3834,exact,False,E0202,,1,3,0,0,0,T1747|T2818|T3231,,,,Ok.
T3096,train,spam,3849,exact,False,E0214,,1,1,0,0,0,T1894,,,,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play £250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088"
T3102,train,spam,3861,near_reviewed_accepted,False,,N0175,0,0,1,0,0,T1064,,same_spam_campaign_template,1.0000000000000002,"Win the newest Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!"
T3121,train,ham,3884,exact,False,E0268,,1,1,0,0,0,T3059,,,,"Short But Cute: ""Be a good person, but dont try to prove it.."" .Gud noon...."
T3129,train,spam,3894,near_reviewed_accepted,False,,N0411,0,0,1,0,0,T3843,,same_spam_campaign_template,0.9805778105190704,URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM
T3131,train,spam,3896,near_reviewed_accepted,False,,N0082,0,0,1,0,0,T0388,,same_spam_campaign_template,1.000000000000001,Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm
T3132,train,ham,3902,exact,False,E0229,,1,3,0,0,0,T2088|T2161|T4155,,,,Okie
T3143,train,spam,3914,exact,False,E0075,,1,1,0,0,0,T0489,,,,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!
T3145,train,ham,3916,exact,False,E0048,,1,2,0,0,0,T0259|T1265,,,,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
T3151,train,ham,3923,exact,False,E0106,,1,1,0,0,0,T0847,,,,"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here.."""
T3170,train,ham,3945,exact,False,E0232,,1,1,0,0,0,T2156,,,,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon
T3189,train,spam,3969,exact,False,E0271,,1,1,0,0,0,T3880,,,,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386
T3193,train,spam,3973,near_reviewed_accepted,False,,N0414,0,0,1,0,0,T4050,,same_spam_campaign_template,1.0000000000000009,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674&
T3199,train,spam,3979,exact,False,E0234,,1,1,0,0,0,T2180,,,,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs
T3208,train,ham,3988,exact,False,E0147,,1,1,0,0,0,T1185,,,,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e"
T3212,train,spam,3992,near_reviewed_accepted,False,,N0396,0,0,1,0,0,T2824,,same_spam_campaign_template,0.993806468339832,(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..
T3213,train,ham,3993,exact,False,E0237,,1,1,0,0,0,T2228,,,,I am on the way to ur home
T3217,train,spam,3999,exact,False,E0272,,1,1,0,0,0,T3897,,,,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!
T3218,train,spam,4000,near_reviewed_accepted,False,,N0415,0,0,1,0,0,T3290,,same_spam_campaign_template,0.9420172417002648,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs
T3222,train,ham,4005,exact,False,E0144,,1,1,0,0,0,T1135,,,,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams
T3229,train,spam,4012,exact,False,E0255,,1,1,0,0,0,T2821,,,,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text"
T3230,train,spam,4013,exact,False,E0028,,1,3,0,0,0,T0161|T0811|T3252,,,,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!
T3231,train,ham,4015,exact,False,E0202,,1,3,0,0,0,T1747|T2818|T3086,,,,Ok.
T3248,train,spam,4037,exact,False,E0273,,1,1,0,0,0,T4193,,,,YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.
T3252,train,spam,4043,exact,False,E0028,,1,3,0,0,0,T0161|T0811|T3230,,,,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!
T3265,train,spam,4061,near_reviewed_accepted,False,,N0297,0,0,1,0,0,T1847,,same_spam_campaign_template,1.000000000000001,Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP
T3276,train,ham,4077,exact,False,E0161,,1,1,0,0,0,T1293,,,,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U"
T3282,train,ham,4084,exact,False,E0024,,1,2,0,0,0,T0118|T4074,,,,No no. I will check all rooms befor activities
T3287,train,spam,4089,near_reviewed_accepted,False,,N0097,0,0,1,0,0,T0530,,same_spam_campaign_template,0.9827500117795424,PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04
T3290,train,spam,4092,near_reviewed_accepted,False,,N0415,0,0,1,0,0,T3218,,same_spam_campaign_template,0.9420172417002648,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now
T3301,train,ham,4104,exact,False,E0126,,1,1,0,0,0,T0981,,,,Ok then i will come to ur home after half an hour
T3305,train,spam,4109,near_reviewed_accepted,False,,N0212|N0357,0,0,2,0,0,T1209|T2403,,same_spam_campaign_template,0.9576497369444192,"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
T3312,train,ham,4118,exact,False,E0040,,1,1,0,0,0,T0212,,,,What you doing?how are you?
T3320,train,spam,4128,near_reviewed_accepted,False,,N0139,0,0,1,0,0,T0739,,same_spam_campaign_template,0.9944522339442268,"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)"
T3321,train,ham,4129,exact,False,E0014,,1,29,0,0,0,T0069|T0188|T0283|T0367|T0569|T0623|T0915|T0933|T1194|T1277|T1526|T1586|T1591|T1911|T1965|T2024|T2028|T2029|T2128|T2699|T2714|T2850|T2900|T3358|T3373|T4158|T4338|T4366|T4448,,,,"Sorry, I'll call later"
T3322,train,ham,4130,exact,False,E0224,,1,2,0,0,0,T2000|T2222,,,,I dont thnk its a wrong calling between us
T3329,train,ham,4141,exact,False,E0134,,1,1,0,0,0,T1038,,,,"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt"
T3348,train,spam,4163,exact,False,E0004,,1,1,0,0,0,T0010,,,,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030
T3354,train,spam,4170,exact,False,E0059,,1,1,0,0,0,T0356,,,,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX
T3358,train,ham,4174,exact,False,E0014,,1,29,0,0,0,T0069|T0188|T0283|T0367|T0569|T0623|T0915|T0933|T1194|T1277|T1526|T1586|T1591|T1911|T1965|T2024|T2028|T2029|T2128|T2699|T2714|T2850|T2900|T3321|T3373|T4158|T4338|T4366|T4448,,,,"Sorry, I'll call later"
T3373,train,ham,4192,exact,False,E0014,,1,29,0,0,0,T0069|T0188|T0283|T0367|T0569|T0623|T0915|T0933|T1194|T1277|T1526|T1586|T1591|T1911|T1965|T2024|T2028|T2029|T2128|T2699|T2714|T2850|T2900|T3321|T3358|T4158|T4338|T4366|T4448,,,,"Sorry, I'll call later"
T3377,train,ham,4196,near_reviewed_accepted,False,,N0149,0,0,1,0,0,T0833,,minor_personalization_change,0.9492389625345912,Can not use foreign stamps in this country.
T3378,train,spam,4197,exact,False,E0053,,1,1,0,0,0,T0317,,,,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX"
T3379,train,spam,4200,exact,False,E0267,,1,1,0,0,0,T3055,,,,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
T3398,train,ham,4223,exact,False,E0264,,1,1,0,0,0,T3011,,,,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN."
T3406,train,ham,4234,exact,False,E0256,,1,2,0,0,0,T2852|T3006,,,,I'm at home. Please call
T3408,train,ham,4236,exact,False,E0115,,1,1,0,0,0,T0889,,,,Now only i reached home. . . I am very tired now. . I will come tomorro
T3415,train,ham,4245,exact,False,E0043,,1,2,0,0,0,T0238|T1877,,,,Okie...
T3427,train,ham,4260,exact,False,E0156,,1,2,0,0,0,T1263|T4180,,,,I am late. I will be there at
T3433,train,ham,4268,exact,False,E0274,,1,1,0,0,0,T3524,,,,The greatest test of courage on earth is to bear defeat without losing heart....gn tc
T3438,train,spam,4273,exact,False,E0275,,1,1,0,0,0,T4178,,,,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
T3446,train,spam,4282,exact,False,E0003,,1,1,0,0,0,T0009,,,,WINNER!! As a valued network customer you have been selected to receivea £900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.
T3459,train,spam,4297,exact,False,E0042,,1,2,0,0,0,T0230|T1506,,,,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
T3463,train,ham,4301,exact,False,E0046,,1,1,0,0,0,T0251,,,,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL
T3470,train,spam,4312,exact,False,E0111,,1,1,0,0,0,T0866,,,,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU
T3471,train,ham,4313,near_reviewed_accepted,False,,N0387,0,0,1,0,0,T2701,,embedded_or_transcript_variant,0.9795536407133224,It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
T3472,train,ham,4314,exact,False,E0276,,1,1,0,0,0,T4179,,,,I keep ten rs in my shelf:) buy two egg.
T3480,train,spam,4330,exact,False,E0277,,1,1,0,0,0,T3622,,,,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm"
T3490,train,ham,4342,exact,False,E0278,,1,1,0,0,0,T4061,,,,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts
T3496,train,ham,4353,exact_and_near_reviewed_accepted,False,E0135,N0037,1,2,1,0,0,T0229|T1041|T2807,,same_forwarded_or_template_ham,0.9641826019661852,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
T3498,train,ham,4357,exact,False,E0184,,1,2,0,0,0,T1510|T2614,,,,"Sorry, I can't help you on this."
T3510,train,ham,4373,exact_and_near_reviewed_accepted,False,E0203,N0210|N0344,1,1,2,0,0,T1193|T1751|T2254,,same_forwarded_or_template_ham,0.9696814079049088,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng
T3512,train,ham,4375,exact,False,E0279,,1,1,0,0,0,T4168,,,,Me fine..absolutly fine
T3515,train,spam,4378,exact,False,E0280,,1,1,0,0,0,T4216,,,,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy"
T3523,train,ham,4392,exact,False,E0179,,1,2,0,0,0,T1436|T2305,,,,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!"
T3524,train,ham,4393,exact,False,E0274,,1,1,0,0,0,T3433,,,,The greatest test of courage on earth is to bear defeat without losing heart....gn tc
T3563,train,ham,4438,exact_and_near_reviewed_accepted,False,E0235,N0346,1,2,1,0,0,T2188|T2256|T2311,,same_forwarded_or_template_ham,0.9767781249792196,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
T3572,train,ham,4450,exact,False,E0281,,1,1,0,0,0,T4149,,,,I sent them. Do you like?
T3573,train,spam,4451,exact,False,E0013,,1,1,0,0,0,T0058,,,,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ"
T3585,train,ham,4466,exact,False,E0038,,1,1,0,0,0,T0210,,,,Ranjith cal drpd Deeraj and deepak 5min hold
T3592,train,spam,4476,near_reviewed_accepted,False,,N0433,0,0,1,0,0,T4431,,same_spam_campaign_template,0.983251003484563,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min
T3609,train,ham,4499,exact,False,E0187,,1,3,0,0,0,T1545|T2453|T4284,,,,Ok
T3611,train,spam,4501,exact_and_near_reviewed_accepted,False,E0282,N0119,1,1,1,0,0,T0667|T4400,,same_spam_campaign_template,0.9784440703265016,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
T3615,train,ham,4505,exact,False,E0145,,1,2,0,0,0,T1169|T2965,,,,Stupid.its not possible
T3622,train,spam,4518,exact,False,E0277,,1,1,0,0,0,T3480,,,,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm"
T3637,train,ham,4538,exact,False,E0159,,1,1,0,0,0,T1286,,,,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:
